token_spacy,lemma,pos,info pos
Minerve,minerve,NOUN,noun
"
","
",SPACE,space
la,le,DET,determiner
Médée,médée,NOUN,noun
"
","
",SPACE,space
la,le,DET,determiner
Nécromancie,Nécromancie,PROPN,proper noun
"
","
",SPACE,space
la,le,DET,determiner
Vénus,Vénus,PROPN,proper noun
"
","
",SPACE,space
le,le,DET,determiner
Paralus,paralu,NOUN,noun
"
","
",SPACE,space
le,le,DET,determiner
Thésée,Thésée,PROPN,proper noun
"
","
",SPACE,space
les,le,DET,determiner
douze,douze,NUM,numeral
dieux,dieu,NOUN,noun
"
","
",SPACE,space
sa,son,DET,determiner
Gorgone,gorgone,NOUN,noun
"
","
",SPACE,space
son,son,DET,determiner
Énée,Énée,PROPN,proper noun
"
","
",SPACE,space
un,un,DET,determiner
Achille,Achille,PROPN,proper noun
"
","
",SPACE,space
un,un,DET,determiner
Ajax,Ajax,PROPN,proper noun
"
","
",SPACE,space
un,un,DET,determiner
Alexandre,Alexandre,PROPN,proper noun
"
","
",SPACE,space
un,un,DET,determiner
Antée,antée,DET,determiner
"
","
",SPACE,space
un,un,DET,determiner
Bacchus,bacchus,NOUN,noun
"
","
",SPACE,space
un,un,DET,determiner
Cadmus,Cadmus,PROPN,proper noun
"
","
",SPACE,space
un,un,ADJ,adjective
Clitus,Clitus,PROPN,proper noun
"
","
",SPACE,space
un,un,DET,determiner
Discobole,Discobole,PROPN,proper noun
"
","
",SPACE,space
un,un,DET,determiner
Habron,habron,NOUN,noun
"
","
",SPACE,space
un,un,DET,determiner
Hercule,Hercule,PROPN,proper noun
"
","
",SPACE,space
un,un,DET,determiner
Hyacinthe,Hyacinthe,PROPN,proper noun
"
","
",SPACE,space
un,un,DET,determiner
Marsyas,marsya,NOUN,noun
"
","
",SPACE,space
un,un,DET,determiner
Ménandre,Ménandre,PROPN,proper noun
"
","
",SPACE,space
un,un,DET,determiner
Neptune,neptune,NOUN,noun
"
","
",SPACE,space
un,un,DET,determiner
Pan,pan,NOUN,noun
"
","
",SPACE,space
un,un,DET,determiner
Thésée,Thésée,PROPN,proper noun
"
","
",SPACE,space
un,un,DET,determiner
Tlépolème,tlépolème,NOUN,noun
"
","
",SPACE,space
un,un,DET,determiner
petit,petit,ADJ,adjective
dieu,dieu,NOUN,noun
Pan,Pan,PROPN,proper noun
"
","
",SPACE,space
un,un,DET,determiner
très,très,ADV,adverb
bel,bel,ADJ,adjective
Alexandre,Alexandre,PROPN,proper noun
"
","
",SPACE,space
une,un,DET,determiner
Alcmène,Alcmène,PROPN,proper noun
"
","
",SPACE,space
une,un,DET,determiner
Atalante,atalant,ADJ,adjective
"
","
",SPACE,space
une,un,DET,determiner
Calypso,Calypso,PROPN,proper noun
"
","
",SPACE,space
une,un,DET,determiner
Cassandre,Cassandre,PROPN,proper noun
"
","
",SPACE,space
une,un,DET,determiner
Clytemnestre,clytemnestre,NOUN,noun
"
","
",SPACE,space
une,un,DET,determiner
Cydippe,Cydippe,PROPN,proper noun
"
","
",SPACE,space
une,un,DET,determiner
Danaé,Danaé,PROPN,proper noun
"
","
",SPACE,space
une,un,DET,determiner
Diane,Diane,PROPN,proper noun
"
","
",SPACE,space
une,un,DET,determiner
Hélène,Hélène,PROPN,proper noun
"
","
",SPACE,space
une,un,DET,determiner
Laodamie,Laodamie,PROPN,proper noun
"
","
",SPACE,space
une,un,DET,determiner
Minerve,minerve,NOUN,noun
"
","
",SPACE,space
une,un,DET,determiner
Médée,médée,NOUN,noun
"
","
",SPACE,space
une,un,DET,determiner
Némée,némée,NOUN,noun
"
","
",SPACE,space
une,un,DET,determiner
Némésis,Némésis,PROPN,proper noun
"
","
",SPACE,space
une,un,DET,determiner
Pénélope,Pénélope,PROPN,proper noun
"
","
",SPACE,space
une,un,DET,determiner
Sapho,sapho,NOUN,noun
"
","
",SPACE,space
une,un,DET,determiner
Scylla,Scylla,PROPN,proper noun
"
","
",SPACE,space
une,un,DET,determiner
Victoire,victoire,NOUN,noun
"
","
",SPACE,space
une,un,DET,determiner
Vénus,Vénus,PROPN,proper noun
"
","
",SPACE,space
une,un,DET,determiner
très,très,ADV,adverb
belle,bel,ADJ,adjective
Hésione,Hésione,PROPN,proper noun
"
 ","
 ",SPACE,space
Médée,médée,NOUN,noun
de,de,ADP,adposition
Timomaque,Timomaque,PROPN,proper noun
"
","
",SPACE,space
Iris,Iris,PROPN,proper noun
d',de,ADP,adposition
Aristide,Aristide,PROPN,proper noun
"
","
",SPACE,space
Jupiter,Jupiter,PROPN,proper noun
Olympien,Olympien,PROPN,proper noun
"
","
",SPACE,space
Tyndarides,Tyndarides,PROPN,proper noun
de,de,ADP,adposition
Nicomaque,Nicomaque,PROPN,proper noun
"
","
",SPACE,space
Vénus,Vénus,PROPN,proper noun
Anadyomène,Anadyomène,PROPN,proper noun
"
","
",SPACE,space
Vénus,Vénus,PROPN,proper noun
Génitrix,Génitrix,PROPN,proper noun
"
","
",SPACE,space
bouclier,bouclier,NOUN,noun
de,de,ADP,adposition
la,le,DET,determiner
Minerve,minerve,NOUN,noun
"
","
",SPACE,space
figure,figurer,VERB,verb
de,de,ADP,adposition
Jupiter,jupiter,VERB,verb
"
","
",SPACE,space
figure,figurer,VERB,verb
de,de,ADP,adposition
la,le,DET,determiner
Félicité,félicité,NOUN,noun
"
","
",SPACE,space
figure,figurer,VERB,verb
de,de,ADP,adposition
la,le,DET,determiner
Guerre,guerre,NOUN,noun
"
","
",SPACE,space
figures,figure,NOUN,noun
de,de,ADP,adposition
mourants,mourant,NOUN,noun
"
","
",SPACE,space
image,image,NOUN,noun
du,de,ADP,adposition
peuple,peuple,NOUN,noun
athénien,athénien,ADJ,adjective
"
","
",SPACE,space
images,image,NOUN,noun
étrangères,étranger,ADJ,adjective
de,de,ADP,adposition
Lévinus,lévinu,NOUN,noun
"
","
",SPACE,space
peinture,peinture,NOUN,noun
de,de,ADP,adposition
temple,temple,NOUN,noun
d',de,ADP,adposition
Hercule,Hercule,PROPN,proper noun
dans,dans,ADP,adposition
le,le,DET,determiner
marché,marché,NOUN,noun
aux,à,ADP,adposition
bœufs,bœuf,NOUN,noun
"
","
",SPACE,space
portrait,portrait,NOUN,noun
d',de,ADP,adposition
homme,homme,NOUN,noun
"
","
",SPACE,space
portrait,portrait,NOUN,noun
d',de,ADP,adposition
Épicure,Épicure,PROPN,proper noun
"
","
",SPACE,space
portrait,portrait,NOUN,noun
du,de,ADP,adposition
roi,roi,NOUN,noun
Antigone,Antigone,PROPN,proper noun
"
","
",SPACE,space
portraits,portrait,NOUN,noun
d',de,ADP,adposition
athlètes,athlète,NOUN,noun
"
","
",SPACE,space
tableau,tableau,NOUN,noun
d',de,ADP,adposition
Ajax,Ajax,PROPN,proper noun
"
","
",SPACE,space
tableau,tableau,NOUN,noun
d',de,ADP,adposition
Apelle,apelle,NOUN,noun
"
","
",SPACE,space
tableau,tableau,NOUN,noun
de,de,ADP,adposition
Protogène,Protogène,PROPN,proper noun
"
","
",SPACE,space
tableau,tableau,NOUN,noun
des,de,ADP,adposition
Argonautes,argonaute,NOUN,noun
"
","
",SPACE,space
tableau,tableau,NOUN,noun
des,de,ADP,adposition
Bacchantes,bacchante,NOUN,noun
"
","
",SPACE,space
tableau,tableau,NOUN,noun
du,de,ADP,adposition
Cyclope,Cyclope,PROPN,proper noun
dormant,dormir,VERB,verb
"
","
",SPACE,space
tableaux,tableau,NOUN,noun
d',de,ADP,adposition
Échion,Échion,PROPN,proper noun
"
","
",SPACE,space
vénus,vénus,ADV,adverb
Anadyomène,Anadyomène,PROPN,proper noun
"
","
",SPACE,space
Anapauomène,Anapauomène,PROPN,proper noun
[,[,PUNCT,punctuation
c',ce,ADV,adverb
est,est,ADV,adverb
-,-,ADV,adverb
à,à,ADV,adverb
-,-,ADV,adverb
dire,dire,VERB,verb
Byblis,Byblis,PROPN,proper noun
],],PUNCT,punctuation
"
","
",SPACE,space
Apescopeuon,Apescopeuon,PROPN,proper noun
(,(,PUNCT,punctuation
épiant,épier,VERB,verb
),),PUNCT,punctuation
"
","
",SPACE,space
Stephaneplocos,Stephaneplocos,PROPN,proper noun
(,(,PUNCT,punctuation
tresseuse,tresseuse,NOUN,noun
de,de,ADP,adposition
couronnes,couronne,NOUN,noun
),),PUNCT,punctuation
"
","
",SPACE,space
Sthephanopolis,Sthephanopolis,PROPN,proper noun
(,(,PUNCT,punctuation
vendeuse,vendeur,NOUN,noun
),),PUNCT,punctuation
"
","
",SPACE,space
assemblée,assemblée,NOUN,noun
de,de,ADP,adposition
famille,famille,NOUN,noun
qu',que,SCONJ,subordinating conjunction
on,on,PRON,pronoun
nomme,nommer,VERB,verb
Syngénicon,syngénicon,NOUN,noun
"
","
",SPACE,space
connu,connaître,VERB,verb
sous,sou,ADP,adposition
le,le,DET,determiner
nom,nom,NOUN,noun
d',de,ADP,adposition
héméresios,héméresios,PROPN,proper noun
(,(,PUNCT,punctuation
d',de,ADP,adposition
un,un,DET,determiner
jour,jour,NOUN,noun
),),PUNCT,punctuation
"
","
",SPACE,space
célèbre,célèbre,ADJ,adjective
tableau,tableau,NOUN,noun
des,de,ADP,adposition
Bacchantes,bacchante,NOUN,noun
"
","
",SPACE,space
le,le,DET,determiner
Satyre,Satyre,PROPN,proper noun
",",",",PUNCT,punctuation
nommé,nommer,VERB,verb
Anapauomenos,Anapauomenos,PROPN,proper noun
"
","
",SPACE,space
son,son,DET,determiner
Paresseux,paresseux,NOUN,noun
",",",",PUNCT,punctuation
qu',que,PRON,pronoun
on,on,PRON,pronoun
appelle,appeler,VERB,verb
Oenos,Oenos,PROPN,proper noun
"
","
",SPACE,space
vénus,vénus,ADV,adverb
Anadyomène,Anadyomène,PROPN,proper noun
",",",",PUNCT,punctuation
c',ce,ADV,adverb
est,est,ADV,adverb
-,-,ADV,adverb
à,à,ADV,adverb
-,-,ADV,adverb
dire,dire,ADV,adverb
sortant,sortant,ADJ,adjective
de,de,ADP,adposition
la,le,DET,determiner
mer,mer,PROPN,proper noun
"
 ","
 ",SPACE,space
Il,il,PRON,pronoun
a,avoir,AUX,auxiliary
peint,peindre,VERB,verb
aussi,aussi,ADV,adverb
",",",",PUNCT,punctuation
dans,dans,ADP,adposition
le,le,DET,determiner
temple,temple,NOUN,noun
de,de,ADP,adposition
Diane,Diane,PROPN,proper noun
d',de,ADP,adposition
Éphèse,Éphèse,PROPN,proper noun
",",",",PUNCT,punctuation
Alexandre,Alexandre,PROPN,proper noun
le,le,DET,determiner
Grand,grand,ADJ,adjective
tenant,tenir,VERB,verb
la,le,DET,determiner
foudre,foudre,NOUN,noun
",",",",PUNCT,punctuation
tableau,tableau,NOUN,noun
"
 ","
 ",SPACE,space
Il,il,PRON,pronoun
a,avoir,AUX,auxiliary
peint,peindre,VERB,verb
une,un,DET,determiner
nourrice,nourrice,NOUN,noun
crétoise,crétois,ADJ,adjective
qui,qui,PRON,pronoun
tient,tenir,VERB,verb
un,un,DET,determiner
enfant,enfant,NOUN,noun
dans,dans,ADP,adposition
ses,son,DET,determiner
bras,bras,NOUN,noun
"
 ","
 ",SPACE,space
l',le,DET,determiner
Ialysus,ialysu,NOUN,noun
",",",",PUNCT,punctuation
qui,qui,PRON,pronoun
est,être,AUX,auxiliary
à,à,ADP,adposition
Rome,Rome,PROPN,proper noun
",",",",PUNCT,punctuation
consacré,consacrer,VERB,verb
dans,dans,ADP,adposition
le,le,DET,determiner
temple,temple,NOUN,noun
de,de,ADP,adposition
la,le,DET,determiner
Paix,paix,NOUN,noun
"
 ","
 ",SPACE,space
tableau,tableau,NOUN,noun
d',de,ADP,adposition
Apelle,apelle,NOUN,noun
dont,dont,PRON,pronoun
nous,nous,PRON,pronoun
avons,avoir,AUX,auxiliary
déjà,déjà,ADV,adverb
parlé,parler,VERB,verb
",",",",PUNCT,punctuation
la,le,DET,determiner
Vénus,Vénus,PROPN,proper noun
"
","
",SPACE,space
",",",",PUNCT,punctuation
un,un,DET,determiner
Habron,habron,NOUN,noun
;,;,PUNCT,punctuation
à,à,ADP,adposition
Rhodes,Rhodes,PROPN,proper noun
",",",",PUNCT,punctuation
un,un,DET,determiner
Ménandre,Ménandre,PROPN,proper noun
",",",",PUNCT,punctuation
roi,roi,NOUN,noun
de,de,ADP,adposition
Carie,Carie,PROPN,proper noun
",",",",PUNCT,punctuation
et,et,CCONJ,coordinating conjunction
un,un,DET,determiner
Antée,Antée,PROPN,proper noun
"
","
",SPACE,space
.,.,PUNCT,punctuation
Il,il,PRON,pronoun
fit,faire,VERB,verb
une,un,DET,determiner
Pénélope,Pénélope,PROPN,proper noun
"
","
",SPACE,space
A,à,ADP,adposition
ce,ce,DET,determiner
même,même,ADJ,adjective
peintre,peintre,PROPN,proper noun
on,on,PRON,pronoun
attribue,attribuer,VERB,verb
des,un,DET,determiner
quadrupèdes,quadrupède,NOUN,noun
"
","
",SPACE,space
Ajax,Ajax,PROPN,proper noun
foudroyé,foudroyer,VERB,verb
;,;,PUNCT,punctuation
cet,ce,DET,determiner
ouvrage,ouvrage,NOUN,noun
est,être,VERB,verb
aujourd'hui,aujourd'hui,ADV,adverb
à,à,ADP,adposition
Pergame,Pergame,PROPN,proper noun
"
","
",SPACE,space
Alcimaque,Alcimaque,PROPN,proper noun
a,avoir,AUX,auxiliary
peint,peindre,VERB,verb
Déxippe,Déxippe,PROPN,proper noun
vainqueur,vainqueur,NOUN,noun
dans,dans,ADP,adposition
le,le,DET,determiner
pancrace,pancrace,NOUN,noun
à,à,ADP,adposition
Olympie,Olympie,PROPN,proper noun
"
","
",SPACE,space
Alcisthène,Alcisthène,PROPN,proper noun
",",",",PUNCT,punctuation
un,un,DET,determiner
danseur,danseur,NOUN,noun
"
","
",SPACE,space
Alexandre,Alexandre,PROPN,proper noun
et,et,CCONJ,coordinating conjunction
Philippe,Philippe,PROPN,proper noun
avec,avec,ADP,adposition
Minerve,Minerve,PROPN,proper noun
",",",",PUNCT,punctuation
ouvrages,ouvrage,NOUN,noun
qui,qui,PRON,pronoun
sont,être,VERB,verb
dans,dans,ADP,adposition
l',le,DET,determiner
école,école,NOUN,noun
des,de,ADP,adposition
portiques,portique,NOUN,noun
d',de,ADP,adposition
Octavia,Octavia,PROPN,proper noun
"
","
",SPACE,space
Androbius,Androbius,PROPN,proper noun
a,avoir,AUX,auxiliary
peint,peindre,VERB,verb
Scyllis,Scyllis,PROPN,proper noun
coupant,couper,VERB,verb
les,le,DET,determiner
ancres,ancre,NOUN,noun
de,de,ADP,adposition
la,le,DET,determiner
flotte,flotte,NOUN,noun
des,de,ADP,adposition
Perses,Perses,PROPN,proper noun
"
","
",SPACE,space
Antidote,Antidote,PROPN,proper noun
fut,être,AUX,auxiliary
élève,élever,VERB,verb
d',de,ADP,adposition
Euphrator,euphrator,NOUN,noun
.,.,PUNCT,punctuation
Il,il,PRON,pronoun
y,y,PRON,pronoun
a,avoir,VERB,verb
de,de,ADP,adposition
lui,luire,PRON,pronoun
à,à,ADP,adposition
Athènes,Athènes,PROPN,proper noun
un,un,DET,determiner
combattant,combattant,NOUN,noun
armé,armer,VERB,verb
d',de,ADP,adposition
un,un,DET,determiner
bouclier,bouclier,NOUN,noun
",",",",PUNCT,punctuation
un,un,DET,determiner
lutteur,lutteur,NOUN,noun
et,et,CCONJ,coordinating conjunction
un,un,DET,determiner
joueur,joueur,NOUN,noun
de,de,ADP,adposition
flûte,flûte,NOUN,noun
"
","
",SPACE,space
Antiphile,Antiphile,PROPN,proper noun
est,être,AUX,auxiliary
renommé,renommer,VERB,verb
pour,pour,ADP,adposition
un,un,DET,determiner
jeune,jeune,ADJ,adjective
garçon,garçon,NOUN,noun
soufflant,souffler,VERB,verb
un,un,DET,determiner
feu,feu,NOUN,noun
"
","
",SPACE,space
Apelle,apelle,NOUN,noun
fit,faire,VERB,verb
aussi,aussi,ADV,adverb
le,le,DET,determiner
portrait,portrait,NOUN,noun
du,de,ADP,adposition
roi,roi,NOUN,noun
Antigone,Antigone,PROPN,proper noun
",",",",PUNCT,punctuation
qui,qui,PRON,pronoun
était,être,AUX,auxiliary
borgne,borgne,ADJ,adjective
"
","
",SPACE,space
Aristarète,Aristarète,PROPN,proper noun
",",",",PUNCT,punctuation
fille,fille,NOUN,noun
et,et,CCONJ,coordinating conjunction
élève,élever,VERB,verb
de,de,ADP,adposition
Néarque,Néarque,PROPN,proper noun
",",",",PUNCT,punctuation
Esculape,Esculape,PROPN,proper noun
"
","
",SPACE,space
Aristide,Aristide,PROPN,proper noun
peignit,peindre,VERB,verb
aussi,aussi,ADV,adverb
un,un,DET,determiner
combat,combat,NOUN,noun
contre,contre,ADP,adposition
les,le,DET,determiner
Perses,perse,NOUN,noun
;,;,PUNCT,punctuation
ce,ce,DET,determiner
tableau,tableau,NOUN,noun
contient,contenir,VERB,verb
cent,cent,NUM,numeral
figures,figure,NOUN,noun
"
","
",SPACE,space
Ariston,Ariston,PROPN,proper noun
.,.,PUNCT,punctuation
Ce,ce,DET,determiner
dernier,dernier,ADJ,adjective
a,avoir,AUX,auxiliary
fait,faire,VERB,verb
un,un,DET,determiner
Satyre,satyre,NOUN,noun
couronné,couronner,VERB,verb
et,et,CCONJ,coordinating conjunction
tenant,tenir,VERB,verb
une,un,DET,determiner
coupe,coupe,NOUN,noun
"
","
",SPACE,space
Aristophon,Aristophon,PROPN,proper noun
",",",",PUNCT,punctuation
pour,pour,ADP,adposition
Ancée,Ancée,PROPN,proper noun
",",",",PUNCT,punctuation
blessé,blesser,VERB,verb
par,par,ADP,adposition
le,le,DET,determiner
sanglier,sanglier,NOUN,noun
",",",",PUNCT,punctuation
et,et,CCONJ,coordinating conjunction
Astypale,Astypale,PROPN,proper noun
",",",",PUNCT,punctuation
compagne,compagne,NOUN,noun
de,de,ADP,adposition
sa,son,DET,determiner
douleur,douleur,NOUN,noun
"
","
",SPACE,space
Bacchus,Bacchus,PROPN,proper noun
et,et,CCONJ,coordinating conjunction
Ariane,Ariane,PROPN,proper noun
",",",",PUNCT,punctuation
qu',que,PRON,pronoun
on,on,PRON,pronoun
voit,voir,VERB,verb
à,à,ADP,adposition
Rome,Rome,PROPN,proper noun
dans,dans,ADP,adposition
le,le,DET,determiner
temple,temple,NOUN,noun
de,de,ADP,adposition
Cérès,Cérès,PROPN,proper noun
"
","
",SPACE,space
Bacchus,Bacchus,PROPN,proper noun
",",",",PUNCT,punctuation
dans,dans,ADP,adposition
le,le,DET,determiner
temple,temple,NOUN,noun
de,de,ADP,adposition
la,le,DET,determiner
Concorde,Concorde,PROPN,proper noun
"
","
",SPACE,space
Bularque,Bularque,PROPN,proper noun
(,(,PUNCT,punctuation
VII,vii,NOUN,noun
",",",",PUNCT,punctuation
",",",",PUNCT,punctuation
qui,qui,PRON,pronoun
représentait,représenter,VERB,verb
la,le,DET,determiner
bataille,bataille,NOUN,noun
des,de,ADP,adposition
Magnésiens,Magnésiens,PROPN,proper noun
"
","
",SPACE,space
Calypso,Calypso,PROPN,proper noun
",",",",PUNCT,punctuation
un,un,DET,determiner
vieillard,vieillard,NOUN,noun
",",",",PUNCT,punctuation
et,et,CCONJ,coordinating conjunction
le,le,DET,determiner
charlatan,charlatan,NOUN,noun
Théodore,Théodore,PROPN,proper noun
"
","
",SPACE,space
Cassandre,Cassandre,PROPN,proper noun
",",",",PUNCT,punctuation
qui,qui,PRON,pronoun
est,être,VERB,verb
dans,dans,ADP,adposition
le,le,DET,determiner
temple,temple,NOUN,noun
de,de,ADP,adposition
la,le,DET,determiner
Concorde,Concorde,PROPN,proper noun
"
","
",SPACE,space
Ce,ce,PRON,pronoun
fut,être,AUX,auxiliary
C.,c.,NOUN,noun
Térentius,térentiu,NOUN,noun
Lucanus,Lucanus,PROPN,proper noun
qui,qui,PRON,pronoun
le,le,DET,determiner
premier,premier,ADJ,adjective
fit,faire,VERB,verb
peindre,peindre,VERB,verb
",",",",PUNCT,punctuation
pour,pour,ADP,adposition
les,le,PRON,pronoun
exposer,exposer,VERB,verb
en,en,ADP,adposition
public,public,NOUN,noun
",",",",PUNCT,punctuation
des,un,DET,determiner
combats,combat,NOUN,noun
de,de,ADP,adposition
gladiateurs,gladiateur,NOUN,noun
"
","
",SPACE,space
Cratinus,Cratinus,PROPN,proper noun
a,avoir,AUX,auxiliary
peint,peindre,VERB,verb
des,un,DET,determiner
comédiens,comédien,NOUN,noun
à,à,ADP,adposition
Athènes,Athènes,PROPN,proper noun
",",",",PUNCT,punctuation
dans,dans,ADP,adposition
le,le,DET,determiner
Pompion,Pompion,PROPN,proper noun
"
","
",SPACE,space
César,César,PROPN,proper noun
",",",",PUNCT,punctuation
en,en,ADP,adposition
consacrant,consacrer,VERB,verb
Ajax,Ajax,PROPN,proper noun
et,et,CCONJ,coordinating conjunction
Médée,Médée,PROPN,proper noun
(,(,PUNCT,punctuation
VII,vii,NOUN,noun
",",",",PUNCT,punctuation
au,au,ADP,adposition
-,-,NOUN,noun
devant,devant,ADP,adposition
du,de,ADP,adposition
temple,temple,NOUN,noun
de,de,ADP,adposition
Vénus,Vénus,PROPN,proper noun
Génitrix,Génitrix,PROPN,proper noun
"
","
",SPACE,space
Dans,dans,ADP,adposition
le,le,DET,determiner
temple,temple,NOUN,noun
de,de,ADP,adposition
son,son,DET,determiner
père,père,NOUN,noun
César,César,PROPN,proper noun
",",",",PUNCT,punctuation
il,il,PRON,pronoun
a,avoir,AUX,auxiliary
placé,placer,VERB,verb
les,le,DET,determiner
Dioscures,dioscure,NOUN,noun
"
","
",SPACE,space
Habron,Habron,PROPN,proper noun
a,avoir,AUX,auxiliary
peint,peindre,VERB,verb
l',le,DET,determiner
Amitié,Amitié,PROPN,proper noun
",",",",PUNCT,punctuation
la,le,DET,determiner
Concorde,Concorde,PROPN,proper noun
",",",",PUNCT,punctuation
et,et,CCONJ,coordinating conjunction
des,de,ADP,adposition
figures,figure,NOUN,noun
de,de,ADP,adposition
dieux,dieu,NOUN,noun
"
","
",SPACE,space
Hercule,Hercule,PROPN,proper noun
vu,voir,VERB,verb
par,par,ADP,adposition
derrière,derrière,ADP,adposition
",",",",PUNCT,punctuation
dans,dans,ADP,adposition
le,le,DET,determiner
temple,temple,NOUN,noun
d',de,ADP,adposition
Antonia,Antonia,PROPN,proper noun
"
","
",SPACE,space
Hippus,Hippus,PROPN,proper noun
est,être,AUX,auxiliary
cité,citer,VERB,verb
pour,pour,ADP,adposition
un,un,DET,determiner
Neptune,neptune,NOUN,noun
et,et,CCONJ,coordinating conjunction
une,un,DET,determiner
Victoire,victoire,NOUN,noun
"
","
",SPACE,space
Hyacinthe,Hyacinthe,PROPN,proper noun
",",",",PUNCT,punctuation
qu',que,SCONJ,subordinating conjunction
Auguste,Auguste,PROPN,proper noun
",",",",PUNCT,punctuation
charmé,charmer,VERB,verb
de,de,ADP,adposition
ce,ce,DET,determiner
tableau,tableau,NOUN,noun
",",",",PUNCT,punctuation
rapporta,rapporter,VERB,verb
après,après,ADP,adposition
la,le,DET,determiner
prise,prise,NOUN,noun
d',de,ADP,adposition
Alexandrie,Alexandrie,PROPN,proper noun
"
","
",SPACE,space
II,II,NUM,numeral
a,avoir,AUX,auxiliary
peint,peindre,VERB,verb
un,un,DET,determiner
héros,héros,NOUN,noun
"
","
",SPACE,space
II,II,NUM,numeral
y,y,PRON,pronoun
a,avoir,VERB,verb
d',de,ADP,adposition
Eupompe,Eupompe,PROPN,proper noun
un,un,DET,determiner
vainqueur,vainqueur,NOUN,noun
dans,dans,ADP,adposition
un,un,DET,determiner
combat,combat,NOUN,noun
gymnique,gymnique,ADJ,adjective
",",",",PUNCT,punctuation
tenant,tenir,VERB,verb
une,un,DET,determiner
palme,palme,PROPN,proper noun
"
","
",SPACE,space
II,II,NUM,numeral
y,y,PRON,pronoun
a,avoir,VERB,verb
parmi,parmi,ADP,adposition
ses,son,DET,determiner
ouvrages,ouvrage,NOUN,noun
des,de,ADP,adposition
figures,figure,NOUN,noun
de,de,ADP,adposition
mourants,mourant,NOUN,noun
"
","
",SPACE,space
Il,il,PRON,pronoun
a,avoir,AUX,auxiliary
fait,faire,VERB,verb
aussi,aussi,ADV,adverb
un,un,DET,determiner
athlète,athlète,PRON,pronoun
"
","
",SPACE,space
Il,il,PRON,pronoun
a,avoir,AUX,auxiliary
fait,faire,VERB,verb
de,de,DET,determiner
grands,grand,ADJ,adjective
tableaux,tableau,NOUN,noun
;,;,PUNCT,punctuation
de,de,ADP,adposition
ce,ce,DET,determiner
nombre,nombre,NOUN,noun
:,:,PUNCT,punctuation
Calypso,Calypso,PROPN,proper noun
",",",",PUNCT,punctuation
Io,Io,PROPN,proper noun
",",",",PUNCT,punctuation
Andromède,Andromède,PROPN,proper noun
"
","
",SPACE,space
Il,il,PRON,pronoun
a,avoir,AUX,auxiliary
fait,faire,VERB,verb
des,un,DET,determiner
quadriges,quadrige,NOUN,noun
lancés,lancer,VERB,verb
"
","
",SPACE,space
Il,il,PRON,pronoun
a,avoir,AUX,auxiliary
peint,peindre,VERB,verb
aussi,aussi,ADV,adverb
la,le,DET,determiner
pompe,pompe,NOUN,noun
de,de,ADP,adposition
Mégabyse,Mégabyse,PROPN,proper noun
"
","
",SPACE,space
Il,il,PRON,pronoun
a,avoir,AUX,auxiliary
peint,peindre,VERB,verb
aussi,aussi,ADV,adverb
le,le,DET,determiner
Peuple,peuple,NOUN,noun
athénien,athénien,ADJ,adjective
"
","
",SPACE,space
Il,il,PRON,pronoun
a,avoir,AUX,auxiliary
peint,peindre,VERB,verb
aussi,aussi,ADV,adverb
un,un,DET,determiner
malade,malade,NOUN,noun
"
","
",SPACE,space
Il,il,PRON,pronoun
a,avoir,AUX,auxiliary
peint,peindre,VERB,verb
un,un,DET,determiner
Archigalle,Archigalle,PROPN,proper noun
"
","
",SPACE,space
Il,il,PRON,pronoun
a,avoir,AUX,auxiliary
peint,peindre,VERB,verb
un,un,DET,determiner
héros,héros,NOUN,noun
nu,nu,ADV,adverb
"
","
",SPACE,space
Il,il,PRON,pronoun
peignit,peindre,VERB,verb
aussi,aussi,ADV,adverb
ce,ce,PRON,pronoun
qui,qui,PRON,pronoun
ne,ne,ADV,adverb
peut,pouvoir,VERB,verb
se,se,PRON,pronoun
peindre,peindre,VERB,verb
",",",",PUNCT,punctuation
le,le,DET,determiner
tonnerre,tonnerre,NOUN,noun
",",",",PUNCT,punctuation
la,le,DET,determiner
foudre,foudre,NOUN,noun
et,et,CCONJ,coordinating conjunction
les,le,DET,determiner
éclairs,éclair,NOUN,noun
:,:,PUNCT,punctuation
tableaux,tableau,NOUN,noun
connus,connaître,VERB,verb
sous,sou,ADP,adposition
le,le,DET,determiner
nom,nom,NOUN,noun
de,de,ADP,adposition
Bronte,Bronte,PROPN,proper noun
",",",",PUNCT,punctuation
Astrape,Astrape,PROPN,proper noun
",",",",PUNCT,punctuation
Ceraunobolia,Ceraunobolia,PROPN,proper noun
"
","
",SPACE,space
Il,il,PRON,pronoun
peignit,peindre,VERB,verb
de,de,DET,determiner
petits,petit,ADJ,adjective
tableaux,tableau,NOUN,noun
",",",",PUNCT,punctuation
et,et,CCONJ,coordinating conjunction
surtout,surtout,ADV,adverb
des,de,ADP,adposition
enfants,enfant,NOUN,noun
"
","
",SPACE,space
Il,il,PRON,pronoun
peignit,peindre,VERB,verb
le,le,DET,determiner
Thésée,thésée,NOUN,noun
qui,qui,PRON,pronoun
est,être,VERB,verb
à,à,ADP,adposition
Rome,Rome,PROPN,proper noun
au,au,ADP,adposition
Capitole,Capitole,PROPN,proper noun
"
","
",SPACE,space
Il,il,PRON,pronoun
peignit,peindre,VERB,verb
",",",",PUNCT,punctuation
dans,dans,ADP,adposition
le,le,DET,determiner
temple,temple,NOUN,noun
d',de,ADP,adposition
